﻿key_resp.keys,key_resp.rt,trial_para,tar_shape,dis_color_condi,tar_line,cor_resp,dis_loc,tar_loc,resp.keys,resp.corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,resp.rt,block_num,key_resp_3.keys,key_resp_3.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran
,,"[""diamond"",""red"",""hori"",""left"",[-150,0],[106,106]]",diamond,red,hori,left,"[-150,0]","[106,106]",left,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,83,0,83,0,1,1.4138,,,,,,,,
,,"[""diamond"",""no_dis"",""hori"",""left"",[99999,99999],[-150,0]]",diamond,no_dis,hori,left,"[99999,99999]","[-150,0]",left,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,84,0,84,0,1,1.0527,,,,,,,,
,,"[""circle"",""no_dis"",""hori"",""left"",[99999,99999],[106,106]]",circle,no_dis,hori,left,"[99999,99999]","[106,106]",left,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,85,0,85,0,1,1.9345,,,,,,,,
,,"[""diamond"",""green"",""hori"",""left"",[-106,106],[106,-106]]",diamond,green,hori,left,"[-106,106]","[106,-106]",left,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,86,0,86,0,1,1.3598,,,,,,,,
,,"[""circle"",""red"",""hori"",""left"",[106,106],[-106,106]]",circle,red,hori,left,"[106,106]","[-106,106]",left,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,87,0,87,0,1,1.1383,,,,,,,,
,,"[""circle"",""green"",""vert"",""up"",[-106,106],[-106,-106]]",circle,green,vert,up,"[-106,106]","[-106,-106]",left,0,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,88,0,88,0,1,1.9187,,,,,,,,
,,"[""circle"",""no_dis"",""hori"",""left"",[99999,99999],[-106,106]]",circle,no_dis,hori,left,"[99999,99999]","[-106,106]",left,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,89,0,89,0,1,2.1175,,,,,,,,
,,"[""diamond"",""green"",""hori"",""left"",[0,150],[-106,106]]",diamond,green,hori,left,"[0,150]","[-106,106]",left,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,90,0,90,0,1,1.4995,,,,,,,,
,,"[""diamond"",""green"",""hori"",""left"",[-106,-106],[0,150]]",diamond,green,hori,left,"[-106,-106]","[0,150]",left,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,91,0,91,0,1,1.3729,,,,,,,,
,,"[""circle"",""no_dis"",""vert"",""up"",[99999,99999],[106,-106]]",circle,no_dis,vert,up,"[99999,99999]","[106,-106]",up,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,92,0,92,0,1,2.3429,,,,,,,,
,,"[""diamond"",""no_dis"",""hori"",""left"",[99999,99999],[106,106]]",diamond,no_dis,hori,left,"[99999,99999]","[106,106]",left,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,93,0,93,0,1,1.5011,,,,,,,,
,,"[""diamond"",""red"",""vert"",""up"",[150,0],[0,150]]",diamond,red,vert,up,"[150,0]","[0,150]",up,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,94,0,94,0,1,1.561,,,,,,,,
,,"[""diamond"",""red"",""vert"",""up"",[-106,-106],[-150,0]]",diamond,red,vert,up,"[-106,-106]","[-150,0]",up,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,95,0,95,0,1,1.1391,,,,,,,,
,,"[""diamond"",""no_dis"",""vert"",""up"",[99999,99999],[0,-150]]",diamond,no_dis,vert,up,"[99999,99999]","[0,-150]",up,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,96,0,96,0,1,0.8528,,,,,,,,
,,"[""circle"",""green"",""hori"",""left"",[-106,106],[-106,-106]]",circle,green,hori,left,"[-106,106]","[-106,-106]",left,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,97,0,97,0,1,2.1776,,,,,,,,
,,"[""circle"",""red"",""hori"",""left"",[-106,106],[-150,0]]",circle,red,hori,left,"[-106,106]","[-150,0]",left,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,98,0,98,0,1,1.9561,,,,,,,,
,,"[""diamond"",""no_dis"",""hori"",""left"",[99999,99999],[-150,0]]",diamond,no_dis,hori,left,"[99999,99999]","[-150,0]",left,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,99,0,99,0,1,1.6903,,,,,,,,
,,"[""diamond"",""red"",""hori"",""left"",[-106,106],[0,150]]",diamond,red,hori,left,"[-106,106]","[0,150]",left,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,100,0,100,0,1,1.5655,,,,,,,,
,,"[""circle"",""no_dis"",""vert"",""up"",[99999,99999],[150,0]]",circle,no_dis,vert,up,"[99999,99999]","[150,0]",left,0,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,101,0,101,0,1,1.9629,,,,,,,,
,,"[""circle"",""no_dis"",""vert"",""up"",[99999,99999],[-106,106]]",circle,no_dis,vert,up,"[99999,99999]","[-106,106]",left,0,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,102,0,102,0,1,1.6935,,,,,,,,
,,"[""circle"",""red"",""vert"",""up"",[-106,-106],[0,-150]]",circle,red,vert,up,"[-106,-106]","[0,-150]",left,0,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,103,0,103,0,1,2.3014,,,,,,,,
,,"[""circle"",""red"",""hori"",""left"",[-106,106],[0,-150]]",circle,red,hori,left,"[-106,106]","[0,-150]",up,0,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,104,0,104,0,1,1.7429,,,,,,,,
,,"[""diamond"",""green"",""vert"",""up"",[-106,106],[106,-106]]",diamond,green,vert,up,"[-106,106]","[106,-106]",up,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,105,0,105,0,1,1.3356,,,,,,,,
,,"[""diamond"",""no_dis"",""vert"",""up"",[99999,99999],[-150,0]]",diamond,no_dis,vert,up,"[99999,99999]","[-150,0]",up,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,106,0,106,0,1,1.0519,,,,,,,,
,,"[""circle"",""red"",""hori"",""left"",[150,0],[-150,0]]",circle,red,hori,left,"[150,0]","[-150,0]",left,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,107,0,107,0,1,1.2038,,,,,,,,
,,"[""circle"",""red"",""vert"",""up"",[-106,106],[0,-150]]",circle,red,vert,up,"[-106,106]","[0,-150]",left,0,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,108,0,108,0,1,0.8352,,,,,,,,
,,"[""circle"",""red"",""hori"",""left"",[0,150],[150,0]]",circle,red,hori,left,"[0,150]","[150,0]",up,0,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,109,0,109,0,1,1.7734,,,,,,,,
,,"[""diamond"",""no_dis"",""vert"",""up"",[99999,99999],[150,0]]",diamond,no_dis,vert,up,"[99999,99999]","[150,0]",up,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,110,0,110,0,1,1.4196,,,,,,,,
,,"[""circle"",""green"",""hori"",""left"",[106,106],[-106,106]]",circle,green,hori,left,"[106,106]","[-106,106]",up,0,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,111,0,111,0,1,1.8798,,,,,,,,
,,"[""circle"",""red"",""vert"",""up"",[0,150],[-106,106]]",circle,red,vert,up,"[0,150]","[-106,106]",up,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,112,0,112,0,1,2.5813,,,,,,,,
,,"[""diamond"",""green"",""vert"",""up"",[150,0],[0,150]]",diamond,green,vert,up,"[150,0]","[0,150]",up,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,113,0,113,0,1,1.8487,,,,,,,,
,,"[""diamond"",""green"",""hori"",""left"",[150,0],[-106,-106]]",diamond,green,hori,left,"[150,0]","[-106,-106]",left,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,114,0,114,0,1,1.4936,,,,,,,,
,,"[""circle"",""no_dis"",""vert"",""up"",[99999,99999],[106,106]]",circle,no_dis,vert,up,"[99999,99999]","[106,106]",left,0,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,115,0,115,0,1,1.4607,,,,,,,,
,,"[""circle"",""red"",""hori"",""left"",[106,-106],[0,150]]",circle,red,hori,left,"[106,-106]","[0,150]",up,0,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,116,0,116,0,1,1.0388,,,,,,,,
,,"[""diamond"",""red"",""hori"",""left"",[0,-150],[0,150]]",diamond,red,hori,left,"[0,-150]","[0,150]",left,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,117,0,117,0,1,1.2523,,,,,,,,
,,"[""diamond"",""green"",""vert"",""up"",[-106,106],[106,-106]]",diamond,green,vert,up,"[-106,106]","[106,-106]",up,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,118,0,118,0,1,1.064,,,,,,,,
,,"[""circle"",""green"",""vert"",""up"",[106,106],[-106,106]]",circle,green,vert,up,"[106,106]","[-106,106]",left,0,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,119,0,119,0,1,1.5027,,,,,,,,
,,"[""circle"",""no_dis"",""vert"",""up"",[99999,99999],[-150,0]]",circle,no_dis,vert,up,"[99999,99999]","[-150,0]",up,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,120,0,120,0,1,1.6732,,,,,,,,
,,"[""circle"",""red"",""vert"",""up"",[-106,106],[-106,-106]]",circle,red,vert,up,"[-106,106]","[-106,-106]",up,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,121,0,121,0,1,1.7035,,,,,,,,
,,"[""diamond"",""green"",""hori"",""left"",[106,106],[-106,106]]",diamond,green,hori,left,"[106,106]","[-106,106]",left,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,122,0,122,0,1,1.5584,,,,,,,,
,,"[""circle"",""no_dis"",""hori"",""left"",[99999,99999],[106,106]]",circle,no_dis,hori,left,"[99999,99999]","[106,106]",left,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,123,0,123,0,1,1.6183,,,,,,,,
,,"[""circle"",""no_dis"",""hori"",""left"",[99999,99999],[-106,-106]]",circle,no_dis,hori,left,"[99999,99999]","[-106,-106]",left,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,124,0,124,0,1,1.9593,,,,,,,,
,,"[""diamond"",""green"",""vert"",""up"",[-106,106],[0,150]]",diamond,green,vert,up,"[-106,106]","[0,150]",up,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,125,0,125,0,1,1.2211,,,,,,,,
,,"[""circle"",""green"",""hori"",""left"",[0,150],[-150,0]]",circle,green,hori,left,"[0,150]","[-150,0]",left,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,126,0,126,0,1,1.5099,,,,,,,,
,,"[""diamond"",""green"",""hori"",""left"",[150,0],[106,106]]",diamond,green,hori,left,"[150,0]","[106,106]",left,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,127,0,127,0,1,1.41,,,,,,,,
,,,,,,,,,,,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,,,,,,,1,space,57.9734,0,0,0,0,1
,,"[""diamond"",""green"",""hori"",""left"",[0,150],[-106,106]]",diamond,green,hori,left,"[0,150]","[-106,106]",left,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,0,0,0,0,1,2.0807,,,,,,,,
,,"[""diamond"",""no_dis"",""vert"",""up"",[99999,99999],[0,-150]]",diamond,no_dis,vert,up,"[99999,99999]","[0,-150]",up,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,1,0,1,0,1,1.0147,,,,,,,,
,,"[""diamond"",""green"",""hori"",""left"",[0,-150],[-106,-106]]",diamond,green,hori,left,"[0,-150]","[-106,-106]",left,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,2,0,2,0,1,1.1479,,,,,,,,
,,"[""circle"",""no_dis"",""vert"",""up"",[99999,99999],[106,-106]]",circle,no_dis,vert,up,"[99999,99999]","[106,-106]",left,0,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,3,0,3,0,1,1.851,,,,,,,,
,,"[""circle"",""green"",""vert"",""up"",[-106,106],[-106,-106]]",circle,green,vert,up,"[-106,106]","[-106,-106]",up,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,4,0,4,0,1,0.7327,,,,,,,,
,,"[""diamond"",""red"",""hori"",""left"",[150,0],[106,-106]]",diamond,red,hori,left,"[150,0]","[106,-106]",left,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,5,0,5,0,1,1.3731,,,,,,,,
,,"[""circle"",""red"",""vert"",""up"",[-106,106],[0,-150]]",circle,red,vert,up,"[-106,106]","[0,-150]",left,0,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,6,0,6,0,1,1.7941,,,,,,,,
,,"[""diamond"",""green"",""hori"",""left"",[150,0],[106,106]]",diamond,green,hori,left,"[150,0]","[106,106]",left,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,7,0,7,0,1,1.2154,,,,,,,,
,,"[""circle"",""red"",""hori"",""left"",[150,0],[-150,0]]",circle,red,hori,left,"[150,0]","[-150,0]",up,0,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,8,0,8,0,1,1.4117,,,,,,,,
,,"[""circle"",""red"",""vert"",""up"",[0,150],[-106,106]]",circle,red,vert,up,"[0,150]","[-106,106]",left,0,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,9,0,9,0,1,1.8622,,,,,,,,
,,"[""circle"",""no_dis"",""hori"",""left"",[99999,99999],[106,106]]",circle,no_dis,hori,left,"[99999,99999]","[106,106]",left,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,10,0,10,0,1,2.8181,,,,,,,,
,,"[""circle"",""red"",""hori"",""left"",[0,150],[150,0]]",circle,red,hori,left,"[0,150]","[150,0]",left,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,11,0,11,0,1,2.4922,,,,,,,,
,,"[""circle"",""green"",""vert"",""up"",[106,106],[-106,106]]",circle,green,vert,up,"[106,106]","[-106,106]",left,0,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,12,0,12,0,1,1.8972,,,,,,,,
,,"[""circle"",""no_dis"",""hori"",""left"",[99999,99999],[150,0]]",circle,no_dis,hori,left,"[99999,99999]","[150,0]",up,0,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,13,0,13,0,1,2.5403,,,,,,,,
,,"[""circle"",""red"",""vert"",""up"",[-106,106],[-106,-106]]",circle,red,vert,up,"[-106,106]","[-106,-106]",left,0,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,14,0,14,0,1,0.8248,,,,,,,,
,,"[""circle"",""green"",""hori"",""left"",[0,150],[-150,0]]",circle,green,hori,left,"[0,150]","[-150,0]",up,0,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,15,0,15,0,1,1.5683,,,,,,,,
,,"[""circle"",""no_dis"",""hori"",""left"",[99999,99999],[-106,106]]",circle,no_dis,hori,left,"[99999,99999]","[-106,106]",left,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,16,0,16,0,1,1.6895,,,,,,,,
,,"[""circle"",""red"",""hori"",""left"",[-106,106],[-150,0]]",circle,red,hori,left,"[-106,106]","[-150,0]",up,0,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,17,0,17,0,1,1.8367,,,,,,,,
,,"[""circle"",""red"",""vert"",""up"",[-106,-106],[106,106]]",circle,red,vert,up,"[-106,-106]","[106,106]",up,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,18,0,18,0,1,1.8208,,,,,,,,
,,"[""diamond"",""green"",""hori"",""left"",[-106,-106],[0,150]]",diamond,green,hori,left,"[-106,-106]","[0,150]",left,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,19,0,19,0,1,1.5317,,,,,,,,
,,"[""circle"",""no_dis"",""hori"",""left"",[99999,99999],[-150,0]]",circle,no_dis,hori,left,"[99999,99999]","[-150,0]",up,0,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,20,0,20,0,1,1.9573,,,,,,,,
,,"[""circle"",""red"",""vert"",""up"",[106,106],[-106,106]]",circle,red,vert,up,"[106,106]","[-106,106]",up,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,21,0,21,0,1,0.9532,,,,,,,,
,,"[""circle"",""red"",""vert"",""up"",[-150,0],[0,150]]",circle,red,vert,up,"[-150,0]","[0,150]",left,0,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,22,0,22,0,1,1.6828,,,,,,,,
,,"[""circle"",""no_dis"",""vert"",""up"",[99999,99999],[106,-106]]",circle,no_dis,vert,up,"[99999,99999]","[106,-106]",up,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,23,0,23,0,1,2.278,,,,,,,,
,,"[""diamond"",""green"",""vert"",""up"",[-106,106],[106,106]]",diamond,green,vert,up,"[-106,106]","[106,106]",up,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,24,0,24,0,1,1.2584,,,,,,,,
,,"[""diamond"",""no_dis"",""vert"",""up"",[99999,99999],[0,-150]]",diamond,no_dis,vert,up,"[99999,99999]","[0,-150]",up,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,25,0,25,0,1,2.0895,,,,,,,,
,,"[""circle"",""green"",""vert"",""up"",[106,-106],[150,0]]",circle,green,vert,up,"[106,-106]","[150,0]",left,0,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,26,0,26,0,1,2.1241,,,,,,,,
,,"[""circle"",""no_dis"",""vert"",""up"",[99999,99999],[106,106]]",circle,no_dis,vert,up,"[99999,99999]","[106,106]",up,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,27,0,27,0,1,1.7772,,,,,,,,
,,"[""circle"",""red"",""hori"",""left"",[-106,106],[0,-150]]",circle,red,hori,left,"[-106,106]","[0,-150]",left,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,28,0,28,0,1,1.3675,,,,,,,,
,,"[""circle"",""red"",""hori"",""left"",[-106,-106],[106,-106]]",circle,red,hori,left,"[-106,-106]","[106,-106]",left,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,29,0,29,0,1,1.8092,,,,,,,,
,,"[""diamond"",""red"",""hori"",""left"",[-106,106],[150,0]]",diamond,red,hori,left,"[-106,106]","[150,0]",left,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,30,0,30,0,1,1.5496,,,,,,,,
,,"[""circle"",""green"",""hori"",""left"",[-106,106],[0,150]]",circle,green,hori,left,"[-106,106]","[0,150]",left,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,31,0,31,0,1,1.8668,,,,,,,,
,,"[""diamond"",""red"",""vert"",""up"",[-106,106],[106,106]]",diamond,red,vert,up,"[-106,106]","[106,106]",up,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,32,0,32,0,1,2.1432,,,,,,,,
,,"[""circle"",""red"",""hori"",""left"",[106,106],[-106,106]]",circle,red,hori,left,"[106,106]","[-106,106]",left,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,33,0,33,0,1,2.7238,,,,,,,,
,,"[""circle"",""green"",""hori"",""left"",[-106,106],[0,-150]]",circle,green,hori,left,"[-106,106]","[0,-150]",up,0,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,34,0,34,0,1,1.7885,,,,,,,,
,,"[""diamond"",""red"",""hori"",""left"",[-150,0],[106,106]]",diamond,red,hori,left,"[-150,0]","[106,106]",left,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,35,0,35,0,1,1.1221,,,,,,,,
,,"[""circle"",""green"",""vert"",""up"",[-106,-106],[0,-150]]",circle,green,vert,up,"[-106,-106]","[0,-150]",left,0,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,36,0,36,0,1,1.2998,,,,,,,,
,,"[""diamond"",""red"",""hori"",""left"",[-106,106],[0,-150]]",diamond,red,hori,left,"[-106,106]","[0,-150]",left,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,37,0,37,0,1,1.6413,,,,,,,,
,,"[""diamond"",""no_dis"",""vert"",""up"",[99999,99999],[0,150]]",diamond,no_dis,vert,up,"[99999,99999]","[0,150]",up,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,38,0,38,0,1,0.9929,,,,,,,,
,,"[""circle"",""green"",""hori"",""left"",[150,0],[106,106]]",circle,green,hori,left,"[150,0]","[106,106]",up,0,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,39,0,39,0,1,0.6422,,,,,,,,
,,"[""circle"",""no_dis"",""hori"",""left"",[99999,99999],[0,150]]",circle,no_dis,hori,left,"[99999,99999]","[0,150]",left,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,40,0,40,0,1,1.3668,,,,,,,,
,,"[""diamond"",""red"",""vert"",""up"",[-106,-106],[150,0]]",diamond,red,vert,up,"[-106,-106]","[150,0]",up,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,41,0,41,0,1,1.7511,,,,,,,,
,,"[""circle"",""red"",""vert"",""up"",[-150,0],[-106,-106]]",circle,red,vert,up,"[-150,0]","[-106,-106]",left,0,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,42,0,42,0,1,2.0346,,,,,,,,
,,"[""circle"",""green"",""vert"",""up"",[-150,0],[0,150]]",circle,green,vert,up,"[-150,0]","[0,150]",up,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,43,0,43,0,1,1.4524,,,,,,,,
,,"[""circle"",""green"",""vert"",""up"",[106,106],[-106,106]]",circle,green,vert,up,"[106,106]","[-106,106]",left,0,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,44,0,44,0,1,1.0746,,,,,,,,
,,"[""diamond"",""no_dis"",""vert"",""up"",[99999,99999],[150,0]]",diamond,no_dis,vert,up,"[99999,99999]","[150,0]",up,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,45,0,45,0,1,1.4121,,,,,,,,
,,"[""diamond"",""no_dis"",""vert"",""up"",[99999,99999],[-106,-106]]",diamond,no_dis,vert,up,"[99999,99999]","[-106,-106]",up,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,46,0,46,0,1,1.8501,,,,,,,,
,,"[""diamond"",""red"",""hori"",""left"",[-106,106],[0,150]]",diamond,red,hori,left,"[-106,106]","[0,150]",left,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,47,0,47,0,1,1.4368,,,,,,,,
,,"[""circle"",""green"",""vert"",""up"",[-150,0],[0,-150]]",circle,green,vert,up,"[-150,0]","[0,-150]",left,0,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,48,0,48,0,1,1.1026,,,,,,,,
,,"[""diamond"",""red"",""hori"",""left"",[-106,106],[0,-150]]",diamond,red,hori,left,"[-106,106]","[0,-150]",left,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,49,0,49,0,1,1.0111,,,,,,,,
,,"[""circle"",""red"",""vert"",""up"",[-106,-106],[0,-150]]",circle,red,vert,up,"[-106,-106]","[0,-150]",left,0,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,50,0,50,0,1,1.9244,,,,,,,,
,,"[""diamond"",""green"",""hori"",""left"",[-106,106],[0,-150]]",diamond,green,hori,left,"[-106,106]","[0,-150]",left,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,51,0,51,0,1,0.7717,,,,,,,,
,,"[""diamond"",""red"",""vert"",""up"",[106,-106],[150,0]]",diamond,red,vert,up,"[106,-106]","[150,0]",up,1,,,,,,001,2025-03-10_17h18.12.379,SL_base_41,2021.2.3,Win32,60.24096386,,,52,0,52,0,1,1.7489,,,,,,,,
